Timestamp,State,LoadType,TargetV,CellV,Current_mA,Charge_mAh,Discharge_mAh
600.7478542327881,WAIT_LOAD,NONE,0.0,2.071,-0.077,0.0,0.0
601.0729320049286,WAIT_LOAD,NONE,0.0,2.07,-0.037,0.0,0.0
601.3595895767212,WAIT_LOAD,NONE,0.0,2.07,-0.063,0.0,0.0
601.6114323139191,WAIT_LOAD,NONE,0.0,2.07,-0.037,0.0,0.0
601.9049282073975,WAIT_LOAD,NONE,0.0,2.072,-0.048,0.0,0.0
601.9453465938568,WAIT_LOAD,NONE,0.0,2.071,-0.081,0.0,0.0
602.2356152534485,WAIT_LOAD,NONE,0.0,2.07,-0.048,0.0,0.0
602.520176410675,WAIT_LOAD,NONE,0.0,2.072,-0.03,0.0,0.0
602.822963476181,WAIT_LOAD,NONE,0.0,2.071,-0.07,0.0,0.0
603.3555178642273,WAIT_LOAD,NONE,0.0,2.072,-0.059,0.0,0.0
603.3897576332092,WAIT_LOAD,NONE,0.0,2.075,-0.085,0.0,0.0
603.6700277328491,WAIT_LOAD,NONE,0.0,2.071,-0.041,0.0,0.0
603.9600870609283,WAIT_LOAD,NONE,0.0,2.072,-0.081,0.0,0.0
604.2115576267242,WAIT_LOAD,NONE,0.0,2.074,-0.074,0.0,0.0
604.5055460929871,WAIT_LOAD,NONE,0.0,2.07,-0.055,0.0,0.0
604.7958009243011,WAIT_LOAD,NONE,0.0,2.069,-0.055,0.0,0.0
605.1290981769562,WAIT_LOAD,NONE,0.0,2.066,0.007,0.0,0.0
605.3811147212982,WAIT_LOAD,NONE,0.0,2.068,-0.03,0.0,0.0
605.6646711826324,WAIT_LOAD,NONE,0.0,2.07,-0.081,0.0,0.0
605.9538471698761,WAIT_LOAD,NONE,0.0,2.067,0.014,0.0,0.0
606.2470591068268,WAIT_LOAD,NONE,0.0,2.067,-0.019,0.0,0.0
606.517388343811,WAIT_LOAD,NONE,0.0,2.075,-0.092,0.0,0.0
606.8120419979095,WAIT_LOAD,NONE,0.0,2.074,-0.107,0.0,0.0
607.1329698562622,WAIT_LOAD,NONE,0.0,2.068,-0.012,0.0,0.0
607.3767485618591,WAIT_LOAD,NONE,0.0,2.067,-0.015,0.0,0.0
607.6604857444763,WAIT_LOAD,NONE,0.0,2.07,-0.074,0.0,0.0
607.9435436725616,WAIT_LOAD,NONE,0.0,2.07,-0.059,0.0,0.0
608.2687480449677,WAIT_LOAD,NONE,0.0,2.075,-0.081,0.0,0.0
608.5499289035797,WAIT_LOAD,NONE,0.0,2.067,-0.055,0.0,0.0
608.8074343204498,WAIT_LOAD,NONE,0.0,2.064,0.025,0.0,0.0
609.0927884578705,WAIT_LOAD,NONE,0.0,2.066,-0.045,0.0,0.0
609.3820252418518,WAIT_LOAD,NONE,0.0,2.066,-0.03,0.0,0.0
609.6815719604492,WAIT_LOAD,NONE,0.0,2.069,-0.052,0.0,0.0
609.9961414337158,WAIT_LOAD,NONE,0.0,2.072,-0.088,0.0,0.0
610.2589390277863,WAIT_LOAD,NONE,0.0,2.067,-0.012,0.0,0.0
610.5512909889221,WAIT_LOAD,NONE,0.0,2.069,-0.055,0.0,0.0
610.832132101059,WAIT_LOAD,NONE,0.0,2.068,-0.055,0.0,0.0
611.1578664779663,WAIT_LOAD,NONE,0.0,2.066,-0.008,0.0,0.0
611.4163928031921,WAIT_LOAD,NONE,0.0,2.069,-0.055,0.0,0.0
611.6904129981995,WAIT_LOAD,NONE,0.0,2.071,-0.092,0.0,0.0
611.9811096191406,WAIT_LOAD,NONE,0.0,2.066,-0.019,0.0,0.0
612.3001959323883,WAIT_LOAD,NONE,0.0,2.067,-0.034,0.0,0.0
612.5536620616913,WAIT_LOAD,NONE,0.0,2.069,-0.066,0.0,0.0
612.8339126110077,WAIT_LOAD,NONE,0.0,2.066,0.014,0.0,0.0
613.1173090934753,WAIT_LOAD,NONE,0.0,2.067,-0.055,0.0,0.0
613.4318006038666,WAIT_LOAD,NONE,0.0,2.07,-0.085,0.0,0.0
613.6853833198547,WAIT_LOAD,NONE,0.0,2.067,-0.012,0.0,0.0
613.9709105491638,WAIT_LOAD,NONE,0.0,2.065,-0.037,0.0,0.0
614.2634975910187,WAIT_LOAD,NONE,0.0,2.068,-0.055,0.0,0.0
614.6501457691193,WAIT_LOAD,NONE,0.0,2.067,-0.063,0.0,0.0
614.9122376441956,WAIT_LOAD,NONE,0.0,2.071,-0.063,0.0,0.0
615.1885063648224,WAIT_LOAD,NONE,0.0,2.067,-0.048,0.0,0.0
